https://github.com/epsilon-machine/missingpy/issues/22,I get this deprecation warning when I use the package:I see that KNN impute reference sklearn.neighbors.base.,None yet
https://github.com/TeamHG-Memex/Formasaurus/issues/26,"scikit-learn 0.23 was released three days ago: https://github.com/scikit-learn/scikit-learn/releases
New installations of formasaurus are not possible any more using the default pip installation.Either, the code is adapted (import directly from joblib), or requirements.txt is updated to:Current workaround is:@al3xdelarge This is fixed by 5f78264Any way to get this merged/closed and pushed to PyPi? Thanks in advance.Looks like the environment variable for python 3.6 test is incorrect (py34).https://travis-ci.org/github/TeamHG-Memex/Formasaurus/jobs/693885894",None yet
https://github.com/USGS-Astrogeology/PyHAT_Point_Spectra_GUI/issues/315,,deprecation
https://github.com/andosa/treeinterpreter/issues/33,"I still get the sklearn deprecation warning about sklearn.ensemble.forest, and when I ran pip install --upgrade treeinterpreter, I got the message that I was already up-to-date.",None yet
https://github.com/chriswbartley/monoensemble/issues/2,"sklearn.utils.validation.check_is_fitted no longer takes the second argument (e.g. 'prior' in mono_gradient_boosting.py lines 130, 156.",None yet
https://github.com/rapidsai/cuml/issues/2840,"Describe the bug
A few examples are: rows_sample, bootstrap_features, etc. One approach is to keep these names, but add deprecation message for this release.Tagging @JohnZed @hcho3 and @vinaydes for discussions.",Algorithm API Change bug doc
https://github.com/PacificBiosciences/ANGEL/issues/36,"Hi @Magdoll,
I'm running the ANGEL v3.0 with the example data and I got the following error:$angel_predict.py test.fa MCF7_2015.dumb.final.training.pickle test_angel Reading classifer pickle: MCF7_2015.dumb.final.training.pickle /root/anaconda3/envs/py37/lib/python3.7/site-packages/sklearn/utils/deprecation.py:143: FutureWarning: The sklearn.ensemble.weight_boosting module is deprecated in version 0.22 and will be removed in version 0.24. The corresponding classes / functions should instead be imported from sklearn.ensemble. Anything that cannot be imported from sklearn.ensemble is now part of the private API. warnings.warn(message, FutureWarning) /root/anaconda3/envs/py37/lib/python3.7/site-packages/sklearn/utils/deprecation.py:143: FutureWarning: The sklearn.tree.tree module is deprecated in version 0.22 and will be removed in version 0.24. The corresponding classes / functions should instead be imported from sklearn.tree. Anything that cannot be imported from sklearn.tree is now part of the private API. warnings.warn(message, FutureWarning) Traceback (most recent call last): File ""/root/ANGEL/angel_predict.py"", line 22, in <module> distribute_ANGEL_predict(args.fasta_filename, args.output_prefix, args.classifier_pickle, args.cpus, args.min_angel_aa_length, args.min_dumb_aa_length, args.use_rev_strand, args.output_mode, args.max_angel_secondORF_distance) File ""/root/anaconda3/envs/py37/lib/python3.7/site-packages/Angel-3.0-py3.7-linux-x86_64.egg/Angel/SmartORF.py"", line 254, in distribute_ANGEL_predict a = load(f) UnicodeDecodeError: 'ascii' codec can't decode byte 0x81 in position 1: ordinal not in range(128).Any advice will be appreciated.Hi @yy-liang ,
Oh my bad! The trained classifier pickles need to be updated for Python 3 version. Please don't use them for now. I am going to remove them from the GItHub in the meantime until a new one is up.",None yet
https://github.com/LLNL/barni/issues/5,"There is warning:
/home/kai/env/python3/lib/python3.6/site-packages/sklearn/utils/deprecation.py:144: FutureWarning: The sklearn.ensemble.forest module is deprecated in version 0.22 and will be removed in version 0.24
When running training data",None yet
https://github.com/skylergrammer/SimulatedAnnealing/issues/5,When trying to run the example I get this error message:Would be great to have the requirements.txt updated.,None yet
https://github.com/gkhayes/mlrose/pull/50,"The changes here should avoid the deprecation warnings from sklearn about its internal six module being deprecated in favor of the ""official"" six module:I also changed the name used to identify scikit-learn as a requirement to (what I understand to be) the more correct name scikit-learn which avoids the ""alias"" package sklearn-0.0 from getting installed.All the tests run by ./test/test.sh still pass with this change, so hopefully this is correct. If not, hopefully this is a hint in the direction on how to avoid the deprecation warning.@gkhayes, any chance you could take a look at this?I am getting an error when trying to use mlrose as mentioned above:And making the first change get's rid of any error occurring during import.It seems that scikit-learn has released 0.23.1 and removed six from their sklearn.externals module, so this warning is now an error. Hopefully mlrose will be updated soon as well?I downgraded my scikit-learn to version 0.22 and my code is now working again. So my requirements.txt file now has:scikit-learn==0.22hi guys, love the package. Any plans to refactor this?@arainboldt, it appears that mlrose-hiive (a fork of this repo) has done this.We've moved to using that module now.",None yet
